video_no,video_id,url,title,topic,subtopic,metric,rank,keyword,score,embedding_raw,embedding_norm,vlm_rrf_norm,vlm_rank
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,glove_raw,3,Modulus of a complex number,0.752558,,,,
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,glove_raw,4,Powers of complex numbers,0.728915,,,,
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,glove_raw,5,Regions in the complex plane,0.722189,,,,
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,word2vec_glove_raw,1,Center of mass of a 1D object,0.99483,,,,
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,word2vec_glove_raw,2,Modulus of a complex number,0.972619,,,,
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,word2vec_glove_raw,3,Area of a region between two or more curves,0.950414,,,,
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,word2vec_glove_raw,4,Volume of a solid of revolution,0.853246,,,,
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,word2vec_glove_raw,5,Equations involving complex numbers,0.83629,,,,
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,word2vec_vlm_hybrid,1,Modulus of a complex number,0.98254,0.638479,1.0,0.968254,3
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,word2vec_vlm_hybrid,2,Equations involving complex numbers,0.922267,0.528188,0.82726,1.0,1
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,word2vec_vlm_hybrid,3,Algebraic form,0.853142,0.478133,0.748863,0.938462,5
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,word2vec_vlm_hybrid,4,Argand diagram,0.835477,0.441627,0.691686,0.953125,4
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,word2vec_vlm_hybrid,5,Regions in the complex plane,0.799177,0.366129,0.573439,0.983871,2
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,glove_vlm_hybrid,1,Modulus of a complex number,0.957897,0.752558,0.945237,0.968254,3
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,glove_vlm_hybrid,2,Regions in the complex plane,0.954347,0.722189,0.918262,0.983871,2
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,glove_vlm_hybrid,3,Equations involving complex numbers,0.930394,0.640068,0.845319,1.0,1
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,glove_vlm_hybrid,4,Algebraic form,0.830812,0.475609,0.69924,0.938462,5
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,glove_vlm_hybrid,5,Argand diagram,0.659672,0.027269,0.301007,0.953125,4
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,word2vec_glove_vlm_hybrid,1,Modulus of a complex number,0.971796,0.972619,0.976126,0.968254,3
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,word2vec_glove_vlm_hybrid,2,Equations involving complex numbers,0.923314,0.83629,0.829588,1.0,1
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,word2vec_glove_vlm_hybrid,3,Regions in the complex plane,0.870698,0.745851,0.732376,0.983871,2
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,word2vec_glove_vlm_hybrid,4,Algebraic form,0.835178,0.724051,0.708943,0.938462,5
5,AqtgBbEI4wM,https://www.youtube.com/watch?v=AqtgBbEI4wM,Sketching the Locus of Complex Numbers,Complex Numbers,Complex Plane and Loci,word2vec_glove_vlm_hybrid,5,Argand diagram,0.733103,0.496347,0.464187,0.953125,4
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_raw,1,First derivative test,0.642574,,,,
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_raw,2,Second derivative test,0.633637,,,,
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_raw,3,Modulus of a complex number,0.571868,,,,
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_raw,4,Area of a region between two or more curves,0.54802,,,,
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_raw,5,Center of mass of a 1D object,0.540193,,,,
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,glove_raw,1,Area of a region between two or more curves,0.812182,,,,
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,glove_raw,2,Center of mass of a 1D object,0.784566,,,,
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,glove_raw,3,First derivative test,0.761137,,,,
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,glove_raw,4,Volume of a solid of revolution,0.759591,,,,
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,glove_raw,5,Second derivative test,0.752444,,,,
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_glove_raw,1,First derivative test,0.977945,,,,
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_glove_raw,2,Second derivative test,0.967235,,,,
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_glove_raw,3,Area of a region between two or more curves,0.926426,,,,
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_glove_raw,4,Modulus of a complex number,0.911785,,,,
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_glove_raw,5,Center of mass of a 1D object,0.908403,,,,
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_vlm_hybrid,1,Second derivative test,0.993741,0.633637,0.986092,1.0,1
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_vlm_hybrid,2,Local maximum,0.808414,0.381668,0.593967,0.983871,2
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_vlm_hybrid,3,Critical point,0.801809,0.396383,0.616867,0.953125,4
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_vlm_hybrid,4,Local minimum,0.794525,0.3741,0.58219,0.968254,3
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_vlm_hybrid,5,Concavity,0.663546,0.210468,0.327539,0.938462,5
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,glove_vlm_hybrid,1,Second derivative test,0.97677,0.752444,0.948378,1.0,1
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,glove_vlm_hybrid,2,Critical point,0.918597,0.669146,0.876397,0.953125,4
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,glove_vlm_hybrid,3,Local maximum,0.917267,0.622238,0.835862,0.983871,2
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,glove_vlm_hybrid,4,Local minimum,0.901559,0.603933,0.820043,0.968254,3
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,glove_vlm_hybrid,5,Concavity,0.578032,-0.185911,0.137507,0.938462,5
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_glove_vlm_hybrid,1,Second derivative test,0.994642,0.967235,0.988094,1.0,1
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_glove_vlm_hybrid,2,Local maximum,0.859547,0.714914,0.707595,0.983871,2
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_glove_vlm_hybrid,3,Critical point,0.858503,0.746632,0.742855,0.953125,4
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_glove_vlm_hybrid,4,Local minimum,0.844055,0.701117,0.692257,0.968254,3
6,G8GAsYkZlpE,https://www.youtube.com/watch?v=G8GAsYkZlpE,Second Derivative Test for Relative Extrema,Differentiation,Extrema and Concavity,word2vec_glove_vlm_hybrid,5,Concavity,0.593253,0.232523,0.171332,0.938462,5
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_raw,1,Area of a region between two or more curves,0.618022,,,,
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_raw,2,Modulus of a complex number,0.603988,,,,
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_raw,3,Center of mass of a 1D object,0.586951,,,,
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_raw,4,Instantaneous rate of change,0.558522,,,,
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_raw,5,Multi-objective optimization,0.500882,,,,
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,glove_raw,1,Area of a region between two or more curves,0.820237,,,,
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,glove_raw,2,Center of mass of a 1D object,0.775213,,,,
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,glove_raw,3,Modulus of a complex number,0.763652,,,,
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,glove_raw,4,Volume of a solid of revolution,0.750312,,,,
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,glove_raw,5,Regions in the complex plane,0.741783,,,,
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_glove_raw,1,Area of a region between two or more curves,1.0,,,,
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_glove_raw,2,Modulus of a complex number,0.96368,,,,
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_glove_raw,3,Center of mass of a 1D object,0.954998,,,,
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_glove_raw,4,Instantaneous rate of change,0.894567,,,,
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_glove_raw,5,Volume of a solid of revolution,0.861905,,,,
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_vlm_hybrid,1,Lagrange multipliers,0.860715,0.42673,0.690477,1.0,1
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_vlm_hybrid,2,Constrained optimization,0.829385,0.395885,0.640568,0.983871,2
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_vlm_hybrid,3,Maximum,0.778354,0.360101,0.582667,0.938462,5
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_vlm_hybrid,4,Optimization,0.772746,0.329895,0.533792,0.968254,3
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_vlm_hybrid,5,Minimum,0.768799,0.335902,0.543511,0.953125,4
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,glove_vlm_hybrid,1,Minimum,0.829718,0.456336,0.678887,0.953125,4
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,glove_vlm_hybrid,2,Maximum,0.825139,0.465116,0.686635,0.938462,5
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,glove_vlm_hybrid,3,Constrained optimization,0.788234,0.30928,0.549122,0.983871,2
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,glove_vlm_hybrid,4,Optimization,0.757946,0.254636,0.500903,0.968254,3
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,glove_vlm_hybrid,5,Lagrange multipliers,0.710121,0.090225,0.355824,1.0,1
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_glove_vlm_hybrid,1,Constrained optimization,0.793003,0.594845,0.559719,0.983871,2
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_glove_vlm_hybrid,2,Maximum,0.787493,0.634651,0.602976,0.938462,5
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_glove_vlm_hybrid,3,Minimum,0.78409,0.611199,0.577491,0.953125,4
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_glove_vlm_hybrid,4,Lagrange multipliers,0.766814,0.52315,0.481808,1.0,1
7,8mjcnxGMwFo,https://www.youtube.com/watch?v=8mjcnxGMwFo,Lagrange Multipliers,Optimization,Constrained Optimization,word2vec_glove_vlm_hybrid,5,Optimization,0.746516,0.517347,0.475502,0.968254,3
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_raw,1,Modulus of a complex number,0.636457,,,,
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_raw,2,Area of a region between two or more curves,0.626335,,,,
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_raw,3,Center of mass of a 1D object,0.589774,,,,
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_raw,4,Volume of a solid of revolution,0.509274,,,,
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_raw,5,Instantaneous rate of change,0.495826,,,,
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,glove_raw,1,Area of a region between two or more curves,0.838191,,,,
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,glove_raw,2,Center of mass of a 1D object,0.779921,,,,
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,glove_raw,3,Regions in the complex plane,0.768075,,,,
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,glove_raw,4,Volume of a solid of revolution,0.767982,,,,
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,glove_raw,5,Modulus of a complex number,0.739112,,,,
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_glove_raw,1,Area of a region between two or more curves,0.992048,,,,
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_glove_raw,2,Modulus of a complex number,0.957636,,,,
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_glove_raw,3,Center of mass of a 1D object,0.938411,,,,
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_glove_raw,4,Volume of a solid of revolution,0.870066,,,,
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_glove_raw,5,Powers of complex numbers,0.834179,,,,
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_vlm_hybrid,1,Second derivative test,0.856779,0.458588,0.720533,0.968254,3
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_vlm_hybrid,2,Local maximum,0.816986,0.377611,0.593302,1.0,1
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_vlm_hybrid,3,Local minimum,0.810118,0.380444,0.597753,0.983871,2
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_vlm_hybrid,4,Critical point,0.809351,0.403276,0.633626,0.953125,4
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_vlm_hybrid,5,Saddle point,0.69909,0.258735,0.406524,0.938462,5
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,glove_vlm_hybrid,1,Critical point,0.913419,0.680196,0.864891,0.953125,4
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,glove_vlm_hybrid,2,Second derivative test,0.912158,0.655296,0.843597,0.968254,3
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,glove_vlm_hybrid,3,Local maximum,0.910344,0.605209,0.800765,1.0,1
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,glove_vlm_hybrid,4,Local minimum,0.897902,0.595929,0.79283,0.983871,2
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,glove_vlm_hybrid,5,Saddle point,0.793355,0.389151,0.616003,0.938462,5
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_glove_vlm_hybrid,1,Second derivative test,0.880702,0.782065,0.773693,0.968254,3
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_glove_vlm_hybrid,2,Local maximum,0.856923,0.697034,0.682052,1.0,1
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_glove_vlm_hybrid,3,Critical point,0.85647,0.749258,0.738336,0.953125,4
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_glove_vlm_hybrid,4,Local minimum,0.847207,0.695291,0.680173,0.983871,2
8,LVLuqNH5iWw,https://www.youtube.com/watch?v=LVLuqNH5iWw,Local Extrema of a Multivariable Function,Differentiation,Extrema and Concavity,word2vec_glove_vlm_hybrid,5,Saddle point,0.732982,0.511264,0.48184,0.938462,5
9,vwUV2IDLP8Q,https://www.youtube.com/watch?v=vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,word2vec_raw,1,Multi-objective optimization,0.563258,,,,
9,vwUV2IDLP8Q,https://www.youtube.com/watch?v=vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,word2vec_raw,2,Unconstrained optimization,0.543066,,,,
9,vwUV2IDLP8Q,https://www.youtube.com/watch?v=vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,word2vec_raw,3,Area of a region between two or more curves,0.541779,,,,
9,vwUV2IDLP8Q,https://www.youtube.com/watch?v=vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,word2vec_raw,4,Constrained optimization,0.541755,,,,
9,vwUV2IDLP8Q,https://www.youtube.com/watch?v=vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,word2vec_raw,5,Modulus of a complex number,0.528553,,,,
9,vwUV2IDLP8Q,https://www.youtube.com/watch?v=vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,glove_raw,1,Area of a region between two or more curves,0.769786,,,,
9,vwUV2IDLP8Q,https://www.youtube.com/watch?v=vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,glove_raw,2,Center of mass of a 1D object,0.753939,,,,
9,vwUV2IDLP8Q,https://www.youtube.com/watch?v=vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,glove_raw,3,Modulus of a complex number,0.721207,,,,
9,vwUV2IDLP8Q,https://www.youtube.com/watch?v=vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,glove_raw,4,Area of a planar region,0.694832,,,,
9,vwUV2IDLP8Q,https://www.youtube.com/watch?v=vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,glove_raw,5,Regions in the complex plane,0.69376,,,,
9,vwUV2IDLP8Q,https://www.youtube.com/watch?v=vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,word2vec_glove_raw,1,Area of a region between two or more curves,0.980933,,,,
9,vwUV2IDLP8Q,https://www.youtube.com/watch?v=vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,word2vec_glove_raw,2,Center of mass of a 1D object,0.948048,,,,
9,vwUV2IDLP8Q,https://www.youtube.com/watch?v=vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,word2vec_glove_raw,3,Modulus of a complex number,0.944918,,,,
9,vwUV2IDLP8Q,https://www.youtube.com/watch?v=vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,word2vec_glove_raw,4,Increasing function,0.890317,,,,
9,vwUV2IDLP8Q,https://www.youtube.com/watch?v=vwUV2IDLP8Q,Constrained Optimization,Optimization,Constrained Optimization,word2vec_glove_raw,5,Multi-objective optimization,0.889241,,,,
